web-scraper-order,web-scraper-start-url,product-link,product-link-href,product_name,price,description
"1731552579-24","https://www.amazon.ca/s?k=rice+cooker&crid=3AJVSUNEH8J4W&sprefix=rice+%2Caps%2C124&ref=nb_sb_ss_ts-doa-p_1_5","Zojirushi NS-ZCC10 5.5-Cup Neuro Fuzzy Rice Cooker And Warmer In Premium White","https://www.amazon.ca/Zojirushi-NS-ZCC10-Cooker-Warmer-Premium/dp/B00007J5U7/ref=sr_1_32?crid=3AJVSUNEH8J4W&dib=eyJ2IjoiMSJ9.FKI_lz7FOn-xe8rX89XtwdiMIMW-_CFxrPiCm93z17Nemkbo6mEIcR4T-E9EoYojMgFbH4PHv52N8b-92SPQu8S0YszPTcD_xyBHyqW1eOwcYG0ri7QINO4CZA8J1cQrA1Qy7hPmtzH0Nja7zfCqxEjIt_bkbxoGUzMboReabfLsJlAPV7sMzCAA_Pa1UZZm6jrS9ZcaV79WLfHiy_7vagjWm4bqVXLHalBRqbrpBTR6zGyG7-Ah3d9GkcCJtzb9Tp311OEeuQexc8qZ8-KPJfhsSZf6u_UHlJ1sNAUclY4.JkGiNCp2FkEn6NfxAkw-slXE0hpXde0feBrtjqYBO0A&dib_tag=se&keywords=rice+cooker&qid=1731552486&sprefix=rice+%2Caps%2C124&sr=8-32","Zojirushi NS-ZCC10 5.5-Cup Neuro Fuzzy Rice Cooker And Warmer In Premium White","","5-1/2-cup computerized rice cooker and warmer with advanced Neuro Fuzzy logic technology. Wall mountable     Multi-menu selections     automatic keep-warm, extended keep-warm, and reheat cycles. Electrical Rating - 120 volts / 680 watts     Spherical, nonstick inner pan allows for uniform heating     LCD clock and timer     retractable cord     Menu settings include white (regular/sushi, softer or harder), mixed, porridge, sweet, semi-brown, brown, rinse-free and quick cooking"
"1731552582-25","https://www.amazon.ca/s?k=rice+cooker&crid=3AJVSUNEH8J4W&sprefix=rice+%2Caps%2C124&ref=nb_sb_ss_ts-doa-p_1_5","CUCKOO CR-0655F | 6-Cup (Uncooked) Micom Rice Cooker | 12 Menu Options: White Rice, Brown Rice & More, Nonstick Inner Pot, Designed in Korea | Red/White","https://www.amazon.ca/Cuckoo-Electric-Heating-Cooker-CR-0655F/dp/B01MQWFGKG/ref=sr_1_31?crid=3AJVSUNEH8J4W&dib=eyJ2IjoiMSJ9.FKI_lz7FOn-xe8rX89XtwdiMIMW-_CFxrPiCm93z17Nemkbo6mEIcR4T-E9EoYojMgFbH4PHv52N8b-92SPQu8S0YszPTcD_xyBHyqW1eOwcYG0ri7QINO4CZA8J1cQrA1Qy7hPmtzH0Nja7zfCqxEjIt_bkbxoGUzMboReabfLsJlAPV7sMzCAA_Pa1UZZm6jrS9ZcaV79WLfHiy_7vagjWm4bqVXLHalBRqbrpBTR6zGyG7-Ah3d9GkcCJtzb9Tp311OEeuQexc8qZ8-KPJfhsSZf6u_UHlJ1sNAUclY4.JkGiNCp2FkEn6NfxAkw-slXE0hpXde0feBrtjqYBO0A&dib_tag=se&keywords=rice+cooker&qid=1731552486&sprefix=rice+%2Caps%2C124&sr=8-31","CUCKOO CR-0655F | 6-Cup (Uncooked) Micom Rice Cooker | 12 Menu Options: White Rice, Brown Rice & More, Nonstick Inner Pot, Designed in Korea | Red/White","$115.46","Unique 11 Menu Options: Enjoy popular menu options such as white (glutinous) rice, brown rice and porridge as well as versatile options such as steam and multi cook     Ideal 6 Cup Capacity: The 6-cup (12 cups cooked) rice cooker provides the perfect serving amount for small gatherings or small to medium sized families. Pressure Level: Non-Pressure     Smart Micom Rice Cooker: Enjoy effortless cooking as the smart cooking algorithm is designed to automatically cook delicious rice every time     Customized Rice Cooking: Whether you enjoy sticky rice, soft rice, sweet rice, or savory rice, My Mode allows you to take control of your cooking with the 16 unique rice flavor and texture options     Clean & Fresh: Keep your rice cooker clean and your rice tasting fresh with the removable nonstick inner pot, detachable inner lid, auto clean function, and excess water drainage dish"
"1731552585-26","https://www.amazon.ca/s?k=rice+cooker&crid=3AJVSUNEH8J4W&sprefix=rice+%2Caps%2C124&ref=nb_sb_ss_ts-doa-p_1_5","West Bend Programmable Rice & Grain Cooker with 7 Preset Functions, Includes Delay Start and Keep Warm, Features Easy View Window & Steam Basket, 12 Cups Cooked (6 Uncooked), Black","https://www.amazon.ca/Programmable-Cooker-Functions-Features-Uncooked/dp/B0CQKPQXFQ/ref=sr_1_30?crid=3AJVSUNEH8J4W&dib=eyJ2IjoiMSJ9.FKI_lz7FOn-xe8rX89XtwdiMIMW-_CFxrPiCm93z17Nemkbo6mEIcR4T-E9EoYojMgFbH4PHv52N8b-92SPQu8S0YszPTcD_xyBHyqW1eOwcYG0ri7QINO4CZA8J1cQrA1Qy7hPmtzH0Nja7zfCqxEjIt_bkbxoGUzMboReabfLsJlAPV7sMzCAA_Pa1UZZm6jrS9ZcaV79WLfHiy_7vagjWm4bqVXLHalBRqbrpBTR6zGyG7-Ah3d9GkcCJtzb9Tp311OEeuQexc8qZ8-KPJfhsSZf6u_UHlJ1sNAUclY4.JkGiNCp2FkEn6NfxAkw-slXE0hpXde0feBrtjqYBO0A&dib_tag=se&keywords=rice+cooker&qid=1731552486&sprefix=rice+%2Caps%2C124&sr=8-30","West Bend Programmable Rice & Grain Cooker with 7 Preset Functions, Includes Delay Start and Keep Warm, Features Easy View Window & Steam Basket, 12 Cups Cooked (6 Uncooked), Black","$49.96","LARGE CAPACITY: Up to 12 cup (six cup uncooked) capacity is perfect for family meals     VERSATILE: 7 preset functions: White Rice, Brown Rice, Multigrain Rice, Quinoa, Oatmeal, Keep Warm, Delay Start     USER-FRIENDLY: LED display is easy to read     DELAY START: 24-hour programmable delay timer for flexible meal planning     GLASS WINDOW: Easy-view glass window on the lid to watch your favorite recipe prepare to perfection"
"1731552592-27","https://www.amazon.ca/s?k=rice+cooker&crid=3AJVSUNEH8J4W&sprefix=rice+%2Caps%2C124&ref=nb_sb_ss_ts-doa-p_1_5","Aroma ARC-753SG 3-Cup Uncooked, 6-Cup Cooked, Simply Stainless Rice Cooker, White","https://www.amazon.ca/Aroma-ARC-753SG-Uncooked-Cooked-Stainless/dp/B007TNXYYA/ref=sr_1_29?crid=3AJVSUNEH8J4W&dib=eyJ2IjoiMSJ9.FKI_lz7FOn-xe8rX89XtwdiMIMW-_CFxrPiCm93z17Nemkbo6mEIcR4T-E9EoYojMgFbH4PHv52N8b-92SPQu8S0YszPTcD_xyBHyqW1eOwcYG0ri7QINO4CZA8J1cQrA1Qy7hPmtzH0Nja7zfCqxEjIt_bkbxoGUzMboReabfLsJlAPV7sMzCAA_Pa1UZZm6jrS9ZcaV79WLfHiy_7vagjWm4bqVXLHalBRqbrpBTR6zGyG7-Ah3d9GkcCJtzb9Tp311OEeuQexc8qZ8-KPJfhsSZf6u_UHlJ1sNAUclY4.JkGiNCp2FkEn6NfxAkw-slXE0hpXde0feBrtjqYBO0A&dib_tag=se&keywords=rice+cooker&qid=1731552486&sprefix=rice+%2Caps%2C124&sr=8-29","Aroma ARC-753SG 3-Cup Uncooked, 6-Cup Cooked, Simply Stainless Rice Cooker, White","","COATING FREE INNER POT: The food-grade 304 stainless steel cooking pot is durable and dishwasher-safe for easy cleaning.     ONE-TOUCH: Pour in up to 3 cups of uncooked rice, add water, and push down the lever to start. The one-touch, automated design is fool-proof. Just set it and forget it!     AUTOMATIC COOKING: This smart rice cooker detects when your rice is ready, so you don't even have to set a timer. Then, it automatically switches modes to keep your rice warm!     COMPACT SIZE: This powerful rice cooker is a must-have kitchen tool in a small package. The 6-cup capacity is perfect for rice, omelets, soups, oatmeal, pasta, and more. Power Consumption: 120V 60Hz 500W     COMPLETE SET: We include a bonus rice spatula and measuring cup, which are BPA-free. Plus, the spatula can be held in the handle for easy storage.     Item Shape: Round"
"1731552595-28","https://www.amazon.ca/s?k=rice+cooker&crid=3AJVSUNEH8J4W&sprefix=rice+%2Caps%2C124&ref=nb_sb_ss_ts-doa-p_1_5","COMFEE' Rice Cooker, Multi Cooker, Stewpot, Saute All in One, 10 Cup Uncooked, 12 Digital Cooking Programs,24 Hours Preset","https://www.amazon.ca/COMFEE-Stewpot-Uncooked-Digital-Programs/dp/B07CHYKRK7/ref=sr_1_28?crid=3AJVSUNEH8J4W&dib=eyJ2IjoiMSJ9.FKI_lz7FOn-xe8rX89XtwdiMIMW-_CFxrPiCm93z17Nemkbo6mEIcR4T-E9EoYojMgFbH4PHv52N8b-92SPQu8S0YszPTcD_xyBHyqW1eOwcYG0ri7QINO4CZA8J1cQrA1Qy7hPmtzH0Nja7zfCqxEjIt_bkbxoGUzMboReabfLsJlAPV7sMzCAA_Pa1UZZm6jrS9ZcaV79WLfHiy_7vagjWm4bqVXLHalBRqbrpBTR6zGyG7-Ah3d9GkcCJtzb9Tp311OEeuQexc8qZ8-KPJfhsSZf6u_UHlJ1sNAUclY4.JkGiNCp2FkEn6NfxAkw-slXE0hpXde0feBrtjqYBO0A&dib_tag=se&keywords=rice+cooker&qid=1731552486&sprefix=rice+%2Caps%2C124&sr=8-28","COMFEE' Rice Cooker, Multi Cooker, Stewpot, Saute All in One, 10 Cup Uncooked, 12 Digital Cooking Programs,24 Hours Preset","$79.99","Multifunctional Use -With 12 digital cooking programs to cater to diverse eating habits, you can relish perfectly cooked rice, pasta, soup, stew, steamed veggies, and so on. Even whip up your own creations like cake and yogurt with the DIY function     User Friendly -Experience ultimate convenience with one touch to start cooking; the preset mode allows for a 24-hour delay timer and automatic switch to keep meal warm for up to 12 hours, giving you the flexibility to cook on your own terms     5.2Qt / 20 Cup Ultra Capacity - This rice cooker has an ultra capacity of 5.2 quarts, which can cook up to 10 cups of uncooked rice, 3-6 pounds of meat, or a whole chicken. Designed for families, parities, or any other outdoor activities     High Safety -Cool touch handle ensures your safety when you open the cooker. A short power-supply cord is provided to reduce the risks resulting from tripping over a longer cord     Easy to clean - Stainless steel external housing is easy to clean. With the non-stick coating, the cleaning of the inner pot is like a breeze. The inner pot and all of the accoutrements that comes with the cooker are dishwasher safe"
"1731552599-29","https://www.amazon.ca/s?k=rice+cooker&crid=3AJVSUNEH8J4W&sprefix=rice+%2Caps%2C124&ref=nb_sb_ss_ts-doa-p_1_5","Zojirushi NS-TSC18 Micom Rice Cooker and Warmer, 10 cups, Uncooked, Stainless Brown","https://www.amazon.ca/Zojirushi-NS-TSC18-Cooker-Uncooked-Stainless/dp/B006W22KF8/ref=sr_1_27?crid=3AJVSUNEH8J4W&dib=eyJ2IjoiMSJ9.FKI_lz7FOn-xe8rX89XtwdiMIMW-_CFxrPiCm93z17Nemkbo6mEIcR4T-E9EoYojMgFbH4PHv52N8b-92SPQu8S0YszPTcD_xyBHyqW1eOwcYG0ri7QINO4CZA8J1cQrA1Qy7hPmtzH0Nja7zfCqxEjIt_bkbxoGUzMboReabfLsJlAPV7sMzCAA_Pa1UZZm6jrS9ZcaV79WLfHiy_7vagjWm4bqVXLHalBRqbrpBTR6zGyG7-Ah3d9GkcCJtzb9Tp311OEeuQexc8qZ8-KPJfhsSZf6u_UHlJ1sNAUclY4.JkGiNCp2FkEn6NfxAkw-slXE0hpXde0feBrtjqYBO0A&dib_tag=se&keywords=rice+cooker&qid=1731552486&sprefix=rice+%2Caps%2C124&sr=8-27","Zojirushi NS-TSC18 Micom Rice Cooker and Warmer, 10 cups, Uncooked, Stainless Brown","$236.99","Micro computerized fuzzy logic technology. Capacity: Up to 10 cups / 1.8 liters     Automatic keep warm, extended keep warm and reheating cycle;Electrical Rating:120 volts. Dimensions (W x D x H): 11.12 x 15 x 9.87 inches     Easy to clean clear coated stainless steel exterior, 2 delay time settings, stainless brown.     Interchangeable melody and beep signal; Built in retractable power cord     Made in China."
"1731552602-30","https://www.amazon.ca/s?k=rice+cooker&crid=3AJVSUNEH8J4W&sprefix=rice+%2Caps%2C124&ref=nb_sb_ss_ts-doa-p_1_5","Aroma Housewares Select Stainless Rice Cooker & Warmer with Uncoated Inner Pot, 3-Cup(uncooked)/6-Cup(cooked)/ 1.2Qt, ARC-753SGB, Black","https://www.amazon.ca/Aroma-Housewares-Stainless-Uncoated-ARC-753SGB/dp/B08KFPZ1MF/ref=sr_1_26?crid=3AJVSUNEH8J4W&dib=eyJ2IjoiMSJ9.FKI_lz7FOn-xe8rX89XtwdiMIMW-_CFxrPiCm93z17Nemkbo6mEIcR4T-E9EoYojMgFbH4PHv52N8b-92SPQu8S0YszPTcD_xyBHyqW1eOwcYG0ri7QINO4CZA8J1cQrA1Qy7hPmtzH0Nja7zfCqxEjIt_bkbxoGUzMboReabfLsJlAPV7sMzCAA_Pa1UZZm6jrS9ZcaV79WLfHiy_7vagjWm4bqVXLHalBRqbrpBTR6zGyG7-Ah3d9GkcCJtzb9Tp311OEeuQexc8qZ8-KPJfhsSZf6u_UHlJ1sNAUclY4.JkGiNCp2FkEn6NfxAkw-slXE0hpXde0feBrtjqYBO0A&dib_tag=se&keywords=rice+cooker&qid=1731552486&sprefix=rice+%2Caps%2C124&sr=8-26","Aroma Housewares Select Stainless Rice Cooker & Warmer with Uncoated Inner Pot, 3-Cup(uncooked)/6-Cup(cooked)/ 1.2Qt, ARC-753SGB, Black","$43.66","COATING FREE INNER POT: The food-grade 304 stainless steel cooking pot is durable and dishwasher-safe for easy cleaning.     ONE-TOUCH: Pour in up to 3 cups of uncooked rice, add water, and push down the lever to start. The one-touch, automated design is fool-proof. Just set it and forget it!     AUTOMATIC COOKING: This smart rice cooker detects when your rice is ready, so you don't even have to set a timer. Then, it automatically switches modes to keep your rice warm!     COMPACT SIZE: This powerful rice cooker is a must-have kitchen tool in a small package. The 6-cup capacity is perfect for rice, omelets, soups, oatmeal, pasta, and more.     COMPLETE SET: We include a bonus rice spatula and measuring cup, which are BPA-free. Plus, the spatula can be held in the handle for easy storage."
"1731552605-31","https://www.amazon.ca/s?k=rice+cooker&crid=3AJVSUNEH8J4W&sprefix=rice+%2Caps%2C124&ref=nb_sb_ss_ts-doa-p_1_5","Rice Cooker 2-Cups Uncooked, 1.2L Small Rice Cooker with Non-stick Coating, BPA Free, Portable Mini Rice Cooker, One Button to Cook and Keep Warm Function, White","https://www.amazon.ca/Uncooked-Non-stick-Coating-Portable-Function/dp/B0CCNXZKX3/ref=sr_1_25?crid=3AJVSUNEH8J4W&dib=eyJ2IjoiMSJ9.FKI_lz7FOn-xe8rX89XtwdiMIMW-_CFxrPiCm93z17Nemkbo6mEIcR4T-E9EoYojMgFbH4PHv52N8b-92SPQu8S0YszPTcD_xyBHyqW1eOwcYG0ri7QINO4CZA8J1cQrA1Qy7hPmtzH0Nja7zfCqxEjIt_bkbxoGUzMboReabfLsJlAPV7sMzCAA_Pa1UZZm6jrS9ZcaV79WLfHiy_7vagjWm4bqVXLHalBRqbrpBTR6zGyG7-Ah3d9GkcCJtzb9Tp311OEeuQexc8qZ8-KPJfhsSZf6u_UHlJ1sNAUclY4.JkGiNCp2FkEn6NfxAkw-slXE0hpXde0feBrtjqYBO0A&dib_tag=se&keywords=rice+cooker&qid=1731552486&sprefix=rice+%2Caps%2C124&sr=8-25","Rice Cooker 2-Cups Uncooked, 1.2L Small Rice Cooker with Non-stick Coating, BPA Free, Portable Mini Rice Cooker, One Button to Cook and Keep Warm Function, White","","MORE THAN RICE: Cooking rice, oatmeal, quinoa, stews, soups, pasta, vegetables, and small hot pots, meet your different cooking needs. This rice cooker is a great choice to replace your stove, instant rice or your old traditional rice cooker     SMALL RICE COOKER 2 CUP: Can cook up to 2 cups of uncooked white rice, perfect for 1-2 people. The compact size won't take up too much space, a MUST-HAVE for first apartments, smaller kitchens, college dorms, or for those who travel in RVs or campers. 👉NOTE: 1*BEAR MEASURING CUP=150ML. In order to avoid overleaking, please use Bear measuring cup to guide the capacity of the rice, and the scale on the inner pot to guide how much water should be put     QUICK PLUS EASY: One-button to cook, your rice is ready in 25 minutes. With a keep warm function and indicator light - never overheat or overcook ingredients again, making for a healthy, perfect meal each time     CLEANING IS A BREEZE: With a removable non-stick inner pot and a detachable inner lid, cleaning this rice cooker is very easy. The use of an extended steam port can effectively control the overflow of the rice cooker, making it safer to use and keep your desk clean     WARRANTY: We provide you with a full refund within 30 days, a 3-year after-sale warranty, 24-hour customer service, and lifetime technical support, welcome to contact our support team for a replacement whenever finding the product damaged or used. Please buy it with confidence!"
"1731552609-32","https://www.amazon.ca/s?k=rice+cooker&crid=3AJVSUNEH8J4W&sprefix=rice+%2Caps%2C124&ref=nb_sb_ss_ts-doa-p_1_5","Aroma Housewares 4-Cups (Cooked) / 1Qt. Rice & Grain Cooker (ARC-302NGP), Pink","https://www.amazon.ca/Aroma-Housewares-Cooker-ARC-302NGP-uncooked/dp/B098BVDKYK/ref=sr_1_20?crid=3AJVSUNEH8J4W&dib=eyJ2IjoiMSJ9.FKI_lz7FOn-xe8rX89XtwdiMIMW-_CFxrPiCm93z17Nemkbo6mEIcR4T-E9EoYojMgFbH4PHv52N8b-92SPQu8S0YszPTcD_xyBHyqW1eOwcYG0ri7QINO4CZA8J1cQrA1Qy7hPmtzH0Nja7zfCqxEjIt_bkbxoGUzMboReabfLsJlAPV7sMzCAA_Pa1UZZm6jrS9ZcaV79WLfHiy_7vagjWm4bqVXLHalBRqbrpBTR6zGyG7-Ah3d9GkcCJtzb9Tp311OEeuQexc8qZ8-KPJfhsSZf6u_UHlJ1sNAUclY4.JkGiNCp2FkEn6NfxAkw-slXE0hpXde0feBrtjqYBO0A&dib_tag=se&keywords=rice+cooker&qid=1731552486&sprefix=rice+%2Caps%2C124&sr=8-20","Aroma Housewares 4-Cups (Cooked) / 1Qt. Rice & Grain Cooker (ARC-302NGP), Pink","$29.20","Perfectly prepares 2 to 4 cups of any variety of cooked rice     Simple, one-touch operation with automatic Warm mode     Easy-to-clean, nonstick removable inner pot     Full-view tempered glass lid for easy monitoring as food cooks to monitor food as it cooks     Great for soups, jambalaya, chili and so much more!     Accessories included: rice measuring cup and serving spatula"
"1731552612-33","https://www.amazon.ca/s?k=rice+cooker&crid=3AJVSUNEH8J4W&sprefix=rice+%2Caps%2C124&ref=nb_sb_ss_ts-doa-p_1_5","COMFEE' Rice Cooker, Asian Style Large Rice Cooker with Fuzzy Logic Technology, 11 Presets, 10 Cup Uncooked/20 Cup Cooked, Auto Keep Warm, 24-Hr Delay Timer","https://www.amazon.ca/Cooker-Multi-Function-Programmable-Steamer/dp/B07CK58RPN/ref=sr_1_19?crid=3AJVSUNEH8J4W&dib=eyJ2IjoiMSJ9.FKI_lz7FOn-xe8rX89XtwdiMIMW-_CFxrPiCm93z17Nemkbo6mEIcR4T-E9EoYojMgFbH4PHv52N8b-92SPQu8S0YszPTcD_xyBHyqW1eOwcYG0ri7QINO4CZA8J1cQrA1Qy7hPmtzH0Nja7zfCqxEjIt_bkbxoGUzMboReabfLsJlAPV7sMzCAA_Pa1UZZm6jrS9ZcaV79WLfHiy_7vagjWm4bqVXLHalBRqbrpBTR6zGyG7-Ah3d9GkcCJtzb9Tp311OEeuQexc8qZ8-KPJfhsSZf6u_UHlJ1sNAUclY4.JkGiNCp2FkEn6NfxAkw-slXE0hpXde0feBrtjqYBO0A&dib_tag=se&keywords=rice+cooker&qid=1731552486&sprefix=rice+%2Caps%2C124&sr=8-19","COMFEE' Rice Cooker, Asian Style Large Rice Cooker with Fuzzy Logic Technology, 11 Presets, 10 Cup Uncooked/20 Cup Cooked, Auto Keep Warm, 24-Hr Delay Timer","$98.99","Smart Rice Cooker – COMFEE' has devised a smart 6-step cooking process that enables the steam valve and inner pot to maintain steam and heat, ensuring that the rice is perfectly simmered every time, thereby achieving optimal cooking performance     Cooking Versatility - The rice cooker is designed with 11 programs. From white rice to brown rice, sushi to pasta, soup to stew, saute to steamed veggies, this versatile appliance can effortlessly meet the needs of families and gatherings alike     Easy to use - The smart LED display panel, an auto keep-warm function that lasts for 12 hours and a 24-hour delay timer are set on the cooker to simplify cooking process     Effortless Cleaning- The steam valve is removeable and cleanable to prevent from clogging; inner pot is easily cleanable with its non-stick coating     10 Cup Ultra Capacity - This rice cooker has a 10 cup uncooked (5.2 Qt) capacity, yielding anywhere from 10 to 20 cups of cooked rice, 3 pounds meats etc. It is designed for families, parties, or any other outdoor activities."
"1731552615-34","https://www.amazon.ca/s?k=rice+cooker&crid=3AJVSUNEH8J4W&sprefix=rice+%2Caps%2C124&ref=nb_sb_ss_ts-doa-p_1_5","Mini Rice Cooker 1-1.5 Cups Uncooked(3 Cups Cooked), Rice Cooker Small with Bento Box, Removable Nonstick Pot, One Touch&Keep Warm Function, Portable Rice Cooker for Soup Grain Oatmeal Veggie, Black","https://www.amazon.ca/Uncooked-Removable-Nonstick-Function-Portable/dp/B0BPSDCFS9/ref=sr_1_18?crid=3AJVSUNEH8J4W&dib=eyJ2IjoiMSJ9.FKI_lz7FOn-xe8rX89XtwdiMIMW-_CFxrPiCm93z17Nemkbo6mEIcR4T-E9EoYojMgFbH4PHv52N8b-92SPQu8S0YszPTcD_xyBHyqW1eOwcYG0ri7QINO4CZA8J1cQrA1Qy7hPmtzH0Nja7zfCqxEjIt_bkbxoGUzMboReabfLsJlAPV7sMzCAA_Pa1UZZm6jrS9ZcaV79WLfHiy_7vagjWm4bqVXLHalBRqbrpBTR6zGyG7-Ah3d9GkcCJtzb9Tp311OEeuQexc8qZ8-KPJfhsSZf6u_UHlJ1sNAUclY4.JkGiNCp2FkEn6NfxAkw-slXE0hpXde0feBrtjqYBO0A&dib_tag=se&keywords=rice+cooker&qid=1731552486&sprefix=rice+%2Caps%2C124&sr=8-18","Mini Rice Cooker 1-1.5 Cups Uncooked(3 Cups Cooked), Rice Cooker Small with Bento Box, Removable Nonstick Pot, One Touch&Keep Warm Function, Portable Rice Cooker for Soup Grain Oatmeal Veggie, Black","","IDEAL FOR SINGLES - Macook 0.3L mini rice cooker can cook up to 1-3 cups of cooked white rice when use the standard 160ml measuring cup, perfect for singles. The portable size won’t take up too much space and this small rice cooker is your MUST-HAVE for first apartment, smaller kitchen, college dorm life, or camper/traveling.     NOT JUST FOR RICE - The small rice cooker 1-3 cups also suitable for soup, oatmeal, pasta, veggie, stew and more. The small capacity allows for healthier portion control, or individual, quick and easy breakfast, lunch, dinner, snacks, or sides.     PERFECT FOR BUSY LIFESTYLES - Our compact small rice cooker allows you to cook your meals quickly and efficiently, leaving you more time to focus on the things that matter most. Say goodbye to tedious meal prep and hello to more free time!     AUTO KEEP WARM - When cooking is complete, the rice maker will enter the automatic keep-warm function. Never overheat or overcook ingredients again, making for a healthy, perfect meal each and every time.     EASY TO CLEAN - The aluminum inner pot is treated with food-grade non-stick coating and prevents the sticking of cooked rice to the bottom. The inner pot features removable, portable, and easy to clean. You can soak it in water for 10 minutes before cleaning or wash it in the dishwasher conveniently.     BENTO BOX - Made with food-grade, eco-friendly materials. The bento box can be put into the rice cooker to heat your food, but it does not have the function of steaming. You can enjoy a delicious meal even in the office or outdoors"
"1731552619-35","https://www.amazon.ca/s?k=rice+cooker&crid=3AJVSUNEH8J4W&sprefix=rice+%2Caps%2C124&ref=nb_sb_ss_ts-doa-p_1_5","COSORI Micom Rice Cooker Maker 18 Functions, Steamer, Sauté, Slow Cooker, Multi Cooker, with 50 Recipes, 24h Automatic Keep Warm & Timer,1000W, Nonstick Inner Pot","https://www.amazon.ca/COSORI-Cooker-Functions-Steamer-Recipes/dp/B0CJY1CP4N/ref=sr_1_17?crid=3AJVSUNEH8J4W&dib=eyJ2IjoiMSJ9.FKI_lz7FOn-xe8rX89XtwdiMIMW-_CFxrPiCm93z17Nemkbo6mEIcR4T-E9EoYojMgFbH4PHv52N8b-92SPQu8S0YszPTcD_xyBHyqW1eOwcYG0ri7QINO4CZA8J1cQrA1Qy7hPmtzH0Nja7zfCqxEjIt_bkbxoGUzMboReabfLsJlAPV7sMzCAA_Pa1UZZm6jrS9ZcaV79WLfHiy_7vagjWm4bqVXLHalBRqbrpBTR6zGyG7-Ah3d9GkcCJtzb9Tp311OEeuQexc8qZ8-KPJfhsSZf6u_UHlJ1sNAUclY4.JkGiNCp2FkEn6NfxAkw-slXE0hpXde0feBrtjqYBO0A&dib_tag=se&keywords=rice+cooker&qid=1731552486&sprefix=rice+%2Caps%2C124&sr=8-17","COSORI Micom Rice Cooker Maker 18 Functions, Steamer, Sauté, Slow Cooker, Multi Cooker, with 50 Recipes, 24h Automatic Keep Warm & Timer,1000W, Nonstick Inner Pot","$126.00","𝟭𝟴 𝗠𝗲𝗻𝘂 𝗢𝗽𝘁𝗶𝗼𝗻𝘀 𝗥𝗶𝗰𝗲 𝗖𝗼𝗼𝗸𝗲𝗿: Features a versatile multi-cook function that allows you to prepare everything amongst 18 menu options such as grains, oats, steamed vegetables, slow cook soups, and sauté flavored rice, and more     𝗣𝗲𝗿𝗳𝗲𝗰𝘁 𝗥𝗶𝗰𝗲 𝘄𝗶𝘁𝗵 𝗙𝘂𝘇𝘇𝘆 𝗟𝗼𝗴𝗶𝗰: Whether you're a cooking novice or an experienced home cook, our rice cooker uses fuzzy logic technology to automatically adjust the 7-step cooking process, ensuring that you can get fluffy and evenly results     𝗤𝘂𝗶𝗰𝗸 𝗖𝗼𝗼𝗸𝗶𝗻𝗴: The perfect rice is worth the wait, and our 'Quick Rice' feature allows you to cook white rice more quickly in a pinch at 1000W of power without sacrificing taste or quality     𝗖𝗼𝗺𝗽𝗮𝗰𝘁 𝗮𝗻𝗱 𝗖𝗮𝗽𝗮𝗯𝗹𝗲 𝗗𝗲𝘀𝗶𝗴𝗻: From small family gatherings to entertaining a few guests, our 5 qt / 10 cup capacity meets all your family's meal preparation needs. The compact design ensures it doesn't take up excessive kitchen space     𝗘𝗳𝗳𝗼𝗿𝘁𝗹𝗲𝘀𝘀 𝗖𝗼𝗼𝗸𝗶𝗻𝗴: You can enjoy warm and fresh rice anytime with the automatic 24-hour keep warm and 24-hour delay timer functions     𝗘𝗮𝘀𝘆 𝘁𝗼 𝗨𝘀𝗲: The bright LED countdown, guided touch display, and clear measurement marks walk you through the cooking process easily, while the alert tone lets you know when your rice is ready     𝗘𝗮𝘀𝘆 𝘁𝗼 𝗖𝗹𝗲𝗮𝗻: All accessories including the non-stick inner pot and removable lid are dishwasher-safe     𝟱𝟬 𝗥𝗲𝗰𝗶𝗽𝗲𝘀: Comes with a free recipe book featuring 30 chef-created recipes. You can discover more recipes on the free VeSync app, and inspire your cooking"
